1.0.0.230#哥斯达黎加-圣荷西 558ms
104.27.29.55#美国-阿什本 239ms
104.27.46.41#美国-阿什本 220ms
104.27.47.31#美国-阿什本 220ms
104.27.51.64#美国-阿什本 209ms
104.27.28.96#美国-阿什本 239ms
104.27.23.189#美国-阿什本 248ms
104.27.49.102#美国-阿什本 221ms
104.27.35.174#美国-阿什本 236ms
104.27.54.146#美国-阿什本 221ms
104.27.56.223#美国-阿什本 217ms
104.27.55.81#美国-阿什本 230ms
104.27.53.115#美国-阿什本 246ms
104.27.57.189#美国-阿什本 221ms
104.27.58.34#美国-阿什本 205ms
104.27.59.206#美国-阿什本 204ms
104.27.61.223#美国-阿什本 205ms
104.27.66.254#美国-阿什本 210ms
104.27.63.49#美国-阿什本 210ms
104.27.62.10#美国-阿什本 221ms
104.27.72.58#美国-阿什本 212ms
104.27.64.196#美国-阿什本 223ms
104.27.74.71#美国-阿什本 208ms
104.27.78.171#美国-阿什本 205ms
104.27.76.116#美国-阿什本 209ms
104.27.77.159#美国-阿什本 207ms
104.27.73.222#美国-阿什本 211ms
104.27.65.250#美国-阿什本 240ms
104.27.71.121#美国-阿什本 217ms
104.27.68.26#美国-阿什本 228ms
104.27.67.203#美国-阿什本 242ms
104.27.94.82#美国-阿什本 197ms
104.27.90.88#美国-阿什本 217ms
104.27.95.152#美国-阿什本 202ms
104.27.85.157#美国-阿什本 225ms
104.27.69.117#美国-阿什本 248ms
104.27.82.90#美国-阿什本 226ms
104.27.91.28#美国-阿什本 210ms
104.27.87.146#美国-阿什本 225ms
104.27.86.208#美国-阿什本 222ms
104.27.80.236#美国-阿什本 229ms
104.27.102.217#美国-阿什本 200ms
104.27.104.63#美国-阿什本 200ms
104.27.105.165#美国-阿什本 200ms
104.27.98.170#美国-阿什本 205ms
104.27.79.147#美国-阿什本 230ms
104.27.70.29#美国-阿什本 264ms
104.27.106.234#美国-阿什本 203ms
104.27.99.19#美国-阿什本 208ms
104.27.101.69#美国-阿什本 207ms
104.27.92.215#美国-阿什本 233ms
104.27.109.101#美国-阿什本 211ms
104.27.93.163#美国-阿什本 232ms
104.27.89.102#美国-阿什本 248ms
104.27.111.14#美国-阿什本 205ms
104.27.81.63#美国-阿什本 258ms
104.27.103.24#美国-阿什本 233ms
104.27.107.24#美国-阿什本 230ms
104.27.112.129#美国-阿什本 211ms
104.27.108.65#美国-阿什本 233ms
104.27.97.96#美国-阿什本 261ms
104.27.100.66#美国-阿什本 260ms
104.27.110.50#美国-阿什本 247ms
104.27.114.48#美国-阿什本 202ms
104.27.113.234#美国-阿什本 235ms
104.27.117.40#美国-阿什本 203ms
104.27.118.85#美国-阿什本 210ms
104.27.60.227#美国-阿什本 207ms
104.27.116.132#美国-阿什本 203ms
104.27.119.184#美国-阿什本 213ms
104.27.115.56#美国-阿什本 228ms
104.27.125.110#美国-阿什本 209ms
104.27.121.31#美国-阿什本 207ms
104.27.122.255#美国-阿什本 226ms
104.27.126.150#美国-阿什本 200ms
104.27.124.153#美国-阿什本 226ms
104.27.123.164#美国-阿什本 231ms
104.27.127.236#美国-阿什本 227ms
104.27.192.77#美国-阿什本 207ms
104.27.196.234#美国-阿什本 206ms
104.27.198.119#美国-阿什本 206ms
104.27.201.32#美国-阿什本 196ms
104.27.197.53#美国-阿什本 213ms
104.27.203.225#美国-阿什本 198ms
104.27.193.87#美国-阿什本 218ms
104.27.202.185#美国-阿什本 207ms
104.27.200.202#美国-阿什本 228ms
104.27.195.251#美国-阿什本 237ms
104.27.205.147#美国-阿什本 218ms
104.27.204.67#美国-阿什本 218ms
104.27.199.213#美国-阿什本 250ms
104.27.206.172#美国-阿什本 231ms
104.27.207.216#美国-阿什本 231ms
104.31.16.243#哥斯达黎加-圣荷西 891ms
141.101.120.74#哥斯达黎加-圣荷西 169ms
141.101.122.70#哥斯达黎加-圣荷西 169ms
141.101.121.57#哥斯达黎加-圣荷西 169ms
141.101.123.231#哥斯达黎加-圣荷西 169ms
141.101.113.40#美国-阿什本 240ms
108.162.194.236#哥斯达黎加-圣荷西 785ms
108.162.198.127#哥斯达黎加-圣荷西 753ms
108.162.195.182#哥斯达黎加-圣荷西 820ms
108.162.193.101#哥斯达黎加-圣荷西 849ms
104.18.10.42#哥斯达黎加-圣荷西 849ms
108.162.196.226#哥斯达黎加-圣荷西 794ms
141.101.115.99#哥斯达黎加-圣荷西 810ms
162.159.0.22#哥斯达黎加-圣荷西 317ms
162.159.39.63#美国-洛杉矶 143ms
162.159.5.117#哥斯达黎加-圣荷西 299ms
162.159.38.117#美国-洛杉矶 173ms
162.159.34.238#美国-阿什本 234ms
162.159.44.101#美国-洛杉矶 165ms
162.159.35.81#美国-阿什本 247ms
162.159.42.107#美国-阿什本 207ms
162.159.45.201#美国-洛杉矶 162ms
162.159.43.20#美国-阿什本 232ms
162.159.2.0#哥斯达黎加-圣荷西 535ms
162.159.1.173#哥斯达黎加-圣荷西 551ms
162.159.24.111#哥斯达黎加-圣荷西 476ms
162.159.14.214#哥斯达黎加-圣荷西 787ms
162.159.4.243#哥斯达黎加-圣荷西 629ms
162.159.9.113#哥斯达黎加-圣荷西 737ms
162.159.11.90#哥斯达黎加-圣荷西 738ms
162.159.16.224#哥斯达黎加-圣荷西 737ms
162.159.10.187#哥斯达黎加-圣荷西 694ms
162.159.41.9#哥斯达黎加-圣荷西 480ms
162.159.19.74#哥斯达黎加-圣荷西 749ms
162.159.8.29#哥斯达黎加-圣荷西 799ms
162.159.13.141#哥斯达黎加-圣荷西 800ms
162.159.6.10#哥斯达黎加-圣荷西 811ms
162.159.3.199#哥斯达黎加-圣荷西 833ms
162.159.7.154#哥斯达黎加-圣荷西 929ms
162.159.61.112#哥斯达黎加-圣荷西 433ms
162.159.17.109#哥斯达黎加-圣荷西 837ms
162.159.15.128#哥斯达黎加-圣荷西 917ms
162.159.160.149#荷兰-阿姆斯特丹 271ms
162.159.20.84#哥斯达黎加-圣荷西 854ms
162.159.153.242#哥斯达黎加-圣荷西 479ms
162.159.12.52#哥斯达黎加-圣荷西 929ms
162.159.18.205#哥斯达黎加-圣荷西 931ms
162.159.62.172#哥斯达黎加-圣荷西 659ms
162.159.21.54#哥斯达黎加-圣荷西 923ms
162.159.33.171#哥斯达黎加-圣荷西 842ms
162.159.48.84#哥斯达黎加-圣荷西 786ms
162.159.58.60#哥斯达黎加-圣荷西 671ms
162.159.130.103#哥斯达黎加-圣荷西 660ms
162.159.46.2#哥斯达黎加-圣荷西 756ms
162.159.138.237#哥斯达黎加-圣荷西 753ms
162.159.60.217#哥斯达黎加-圣荷西 796ms
162.159.142.148#哥斯达黎加-圣荷西 793ms
162.159.128.67#哥斯达黎加-圣荷西 792ms
162.159.141.26#哥斯达黎加-圣荷西 807ms
162.159.49.141#哥斯达黎加-圣荷西 864ms
162.159.137.251#哥斯达黎加-圣荷西 829ms
162.159.140.159#哥斯达黎加-圣荷西 820ms
162.159.134.162#哥斯达黎加-圣荷西 829ms
162.159.241.33#美国-洛杉矶 167ms
162.159.242.210#美国-洛杉矶 154ms
162.159.240.177#美国-洛杉矶 167ms
162.159.248.200#美国-洛杉矶 146ms
162.159.252.154#美国-洛杉矶 146ms
162.159.250.187#美国-洛杉矶 146ms
162.159.245.102#美国-洛杉矶 147ms
162.159.247.92#美国-洛杉矶 160ms
162.159.246.64#美国-洛杉矶 172ms
162.159.249.245#美国-洛杉矶 172ms
162.159.143.66#哥斯达黎加-圣荷西 856ms
162.159.253.55#美国-洛杉矶 161ms
162.159.129.204#哥斯达黎加-圣荷西 900ms
162.159.254.233#美国-洛杉矶 162ms
162.159.133.99#哥斯达黎加-圣荷西 935ms
162.159.136.51#哥斯达黎加-圣荷西 936ms
162.159.152.30#哥斯达黎加-圣荷西 928ms
172.64.40.51#美国-洛杉矶 142ms
162.159.194.128#哥斯达黎加-圣荷西 875ms
162.159.244.187#美国-洛杉矶 152ms
172.64.78.147#美国-亚特兰大 195ms
162.159.196.54#哥斯达黎加-圣荷西 773ms
162.159.206.131#哥斯达黎加-圣荷西 727ms
172.64.97.47#哥斯达黎加-圣荷西 143ms
172.64.96.44#哥斯达黎加-圣荷西 163ms
172.64.99.252#哥斯达黎加-圣荷西 154ms
172.64.101.132#哥斯达黎加-圣荷西 154ms
172.64.98.35#哥斯达黎加-圣荷西 154ms
172.64.102.253#哥斯达黎加-圣荷西 155ms
172.64.104.241#哥斯达黎加-圣荷西 153ms
172.64.103.114#哥斯达黎加-圣荷西 161ms
172.64.108.165#哥斯达黎加-圣荷西 149ms
172.64.109.45#哥斯达黎加-圣荷西 143ms
172.64.111.75#哥斯达黎加-圣荷西 145ms
172.64.107.47#哥斯达黎加-圣荷西 162ms
172.64.105.119#哥斯达黎加-圣荷西 162ms
172.64.106.227#哥斯达黎加-圣荷西 162ms
172.64.110.9#哥斯达黎加-圣荷西 164ms
162.251.82.133#哥斯达黎加-圣荷西 864ms
172.64.128.15#哥斯达黎加-圣荷西 141ms
172.64.133.33#哥斯达黎加-圣荷西 144ms
172.64.131.139#哥斯达黎加-圣荷西 157ms
172.64.130.158#哥斯达黎加-圣荷西 161ms
172.64.48.241#哥斯达黎加-圣荷西 562ms
172.64.129.159#哥斯达黎加-圣荷西 161ms
172.64.132.183#哥斯达黎加-圣荷西 171ms
172.64.135.129#哥斯达黎加-圣荷西 153ms
172.64.134.31#哥斯达黎加-圣荷西 160ms
172.64.42.187#哥斯达黎加-圣荷西 788ms
172.64.136.235#哥斯达黎加-圣荷西 141ms
172.64.139.27#哥斯达黎加-圣荷西 141ms
172.64.142.33#哥斯达黎加-圣荷西 137ms
172.64.137.247#哥斯达黎加-圣荷西 153ms
172.64.143.16#哥斯达黎加-圣荷西 147ms
172.64.138.88#哥斯达黎加-圣荷西 155ms
172.64.53.216#哥斯达黎加-圣荷西 793ms
172.64.140.122#哥斯达黎加-圣荷西 173ms
172.64.160.87#哥斯达黎加-圣荷西 135ms
172.64.146.177#中国香港-香港 188ms
172.64.80.204#哥斯达黎加-圣荷西 698ms
172.64.165.255#哥斯达黎加-圣荷西 145ms
172.64.166.90#哥斯达黎加-圣荷西 141ms
172.64.141.235#哥斯达黎加-圣荷西 195ms
172.64.162.145#哥斯达黎加-圣荷西 151ms
172.64.170.70#哥斯达黎加-圣荷西 136ms
172.64.154.21#中国香港-香港 183ms
172.64.171.212#哥斯达黎加-圣荷西 136ms
172.64.163.98#哥斯达黎加-圣荷西 167ms
172.64.173.13#哥斯达黎加-圣荷西 149ms
172.64.172.238#哥斯达黎加-圣荷西 149ms
172.64.153.71#中国香港-香港 183ms
172.64.164.30#哥斯达黎加-圣荷西 167ms
172.64.169.56#哥斯达黎加-圣荷西 158ms
172.64.168.113#哥斯达黎加-圣荷西 171ms
172.64.175.145#哥斯达黎加-圣荷西 161ms
172.64.174.77#哥斯达黎加-圣荷西 161ms
172.64.167.171#哥斯达黎加-圣荷西 183ms
172.64.68.2#哥斯达黎加-圣荷西 658ms
172.64.38.144#哥斯达黎加-圣荷西 757ms
172.64.41.194#哥斯达黎加-圣荷西 796ms
172.64.81.35#哥斯达黎加-圣荷西 618ms
172.64.192.99#哥斯达黎加-圣荷西 136ms
172.64.33.82#哥斯达黎加-圣荷西 836ms
172.64.196.85#哥斯达黎加-圣荷西 135ms
172.64.86.183#哥斯达黎加-圣荷西 645ms
172.64.194.45#哥斯达黎加-圣荷西 146ms
172.64.32.22#哥斯达黎加-圣荷西 868ms
172.64.197.53#哥斯达黎加-圣荷西 143ms
172.64.195.151#哥斯达黎加-圣荷西 156ms
172.64.193.197#哥斯达黎加-圣荷西 164ms
172.64.201.62#哥斯达黎加-圣荷西 136ms
172.64.83.5#哥斯达黎加-圣荷西 729ms
172.64.202.97#哥斯达黎加-圣荷西 135ms
172.64.198.234#哥斯达黎加-圣荷西 156ms
172.64.34.108#哥斯达黎加-圣荷西 891ms
172.64.52.9#哥斯达黎加-圣荷西 849ms
172.64.203.177#哥斯达黎加-圣荷西 140ms
172.64.205.98#哥斯达黎加-圣荷西 148ms
172.64.35.43#哥斯达黎加-圣荷西 887ms
172.64.204.179#哥斯达黎加-圣荷西 152ms
172.64.207.222#哥斯达黎加-圣荷西 158ms
172.64.90.146#哥斯达黎加-圣荷西 674ms
172.64.206.49#哥斯达黎加-圣荷西 180ms
172.64.82.175#哥斯达黎加-圣荷西 936ms
172.64.228.221#日本-东京 105ms
172.64.85.201#哥斯达黎加-圣荷西 866ms
172.64.95.137#哥斯达黎加-圣荷西 780ms
172.64.231.196#哥斯达黎加-圣荷西 163ms
172.64.234.137#哥斯达黎加-圣荷西 162ms
172.64.232.228#日本-东京 190ms
172.64.87.255#哥斯达黎加-圣荷西 848ms
172.64.235.89#美国-阿什本 200ms
172.64.88.110#哥斯达黎加-圣荷西 858ms
172.64.150.130#哥斯达黎加-圣荷西 587ms
172.64.84.211#哥斯达黎加-圣荷西 895ms
172.64.92.171#哥斯达黎加-圣荷西 838ms
172.64.233.148#英国-伦敦 254ms
172.64.151.209#哥斯达黎加-圣荷西 616ms
172.64.91.105#哥斯达黎加-圣荷西 950ms
172.64.149.233#哥斯达黎加-圣荷西 727ms
172.64.155.56#哥斯达黎加-圣荷西 600ms
172.64.145.29#哥斯达黎加-圣荷西 676ms
172.64.159.175#哥斯达黎加-圣荷西 666ms
172.64.158.5#哥斯达黎加-圣荷西 766ms
172.64.148.121#哥斯达黎加-圣荷西 797ms
172.64.144.63#哥斯达黎加-圣荷西 794ms
172.64.147.58#哥斯达黎加-圣荷西 805ms
172.64.152.250#哥斯达黎加-圣荷西 822ms
172.65.178.3#美国-阿什本 201ms
172.65.170.209#美国-阿什本 223ms
172.67.17.226#中国香港-香港 175ms
172.67.19.242#中国香港-香港 171ms
172.67.18.21#中国香港-香港 171ms
172.67.2.185#美国-阿什本 206ms
172.67.1.101#美国-阿什本 206ms
172.67.5.178#美国-阿什本 209ms
172.67.3.82#美国-阿什本 209ms
172.67.11.74#美国-阿什本 205ms
172.67.12.82#美国-阿什本 205ms
172.67.7.193#美国-阿什本 209ms
172.67.10.138#美国-阿什本 218ms
172.67.4.170#美国-阿什本 221ms
172.67.15.207#美国-阿什本 207ms
172.67.6.33#美国-阿什本 230ms
172.67.0.29#美国-阿什本 230ms
172.67.9.146#美国-阿什本 228ms
172.67.13.47#美国-阿什本 219ms
172.67.21.142#中国香港-香港 194ms
172.65.194.106#哥斯达黎加-圣荷西 429ms
172.67.22.177#中国香港-香港 167ms
172.67.24.72#中国香港-香港 161ms
172.67.31.189#中国香港-香港 165ms
172.67.34.54#中国香港-香港 164ms
172.67.26.48#中国香港-香港 172ms
172.67.30.154#中国香港-香港 169ms
172.67.25.136#中国香港-香港 181ms
172.67.23.53#中国香港-香港 186ms
172.67.33.239#中国香港-香港 166ms
172.67.42.15#中国香港-香港 164ms
172.67.32.89#中国香港-香港 186ms
172.67.29.40#中国香港-香港 186ms
172.67.41.6#中国香港-香港 170ms
172.67.37.168#中国香港-香港 168ms
172.67.27.80#中国香港-香港 182ms
172.67.40.97#中国香港-香港 168ms
172.67.28.56#中国香港-香港 199ms
172.67.44.246#中国香港-香港 171ms
172.67.43.109#中国香港-香港 171ms
172.67.38.40#中国香港-香港 187ms
172.67.39.250#中国香港-香港 200ms
172.67.45.196#中国香港-香港 174ms
172.67.46.199#中国香港-香港 218ms
172.67.47.182#中国香港-香港 189ms
172.65.196.72#哥斯达黎加-圣荷西 850ms
172.66.0.85#哥斯达黎加-圣荷西 582ms
172.67.49.161#美国-阿什本 210ms
172.67.52.250#美国-阿什本 215ms
172.67.48.74#美国-阿什本 272ms
172.67.56.35#美国-阿什本 199ms
172.67.57.212#美国-阿什本 200ms
172.67.51.134#美国-阿什本 232ms
172.67.55.140#美国-阿什本 205ms
172.67.58.211#美国-阿什本 215ms
172.66.47.18#哥斯达黎加-圣荷西 493ms
172.67.61.162#美国-阿什本 202ms
172.67.60.47#美国-阿什本 215ms
172.66.40.27#哥斯达黎加-圣荷西 511ms
172.67.71.104#美国-阿什本 193ms
172.67.68.77#美国-阿什本 214ms
172.67.53.12#美国-阿什本 237ms
172.67.59.175#美国-阿什本 228ms
172.67.54.34#美国-阿什本 237ms
172.67.65.95#美国-阿什本 214ms
172.67.69.8#美国-阿什本 206ms
172.67.62.187#美国-阿什本 228ms
172.67.67.161#美国-阿什本 217ms
172.67.73.193#美国-阿什本 197ms
172.67.70.204#美国-阿什本 220ms
172.66.41.154#哥斯达黎加-圣荷西 671ms
172.67.64.98#美国-阿什本 236ms
172.66.43.85#哥斯达黎加-圣荷西 662ms
172.67.74.38#美国-阿什本 208ms
172.67.72.241#美国-阿什本 215ms
172.67.75.67#美国-阿什本 223ms
172.67.66.87#美国-阿什本 273ms
172.67.76.48#美国-阿什本 218ms
172.67.80.196#美国-阿什本 217ms
172.67.81.66#美国-阿什本 207ms
172.67.83.165#美国-阿什本 206ms
172.65.211.252#哥斯达黎加-圣荷西 863ms
172.67.82.97#美国-阿什本 209ms
172.67.84.38#美国-阿什本 206ms
172.66.1.44#哥斯达黎加-圣荷西 726ms
172.67.77.103#美国-阿什本 252ms
172.67.78.80#美国-阿什本 245ms
172.66.44.223#哥斯达黎加-圣荷西 707ms
172.67.85.214#美国-阿什本 219ms
172.67.90.192#美国-阿什本 202ms
172.67.89.124#美国-阿什本 207ms
172.67.88.17#美国-阿什本 212ms
172.67.92.32#美国-阿什本 201ms
172.67.86.192#美国-阿什本 221ms
172.67.94.135#美国-阿什本 200ms
172.67.87.237#美国-阿什本 249ms
172.67.101.82#美国-阿什本 202ms
172.67.98.44#美国-阿什本 210ms
172.66.3.44#哥斯达黎加-圣荷西 925ms
172.67.96.207#美国-阿什本 212ms
172.67.91.116#美国-阿什本 238ms
172.67.97.200#美国-阿什本 210ms
172.67.103.169#美国-阿什本 205ms
172.67.100.247#美国-阿什本 218ms
172.65.239.191#哥斯达黎加-圣荷西 879ms
172.67.105.183#美国-阿什本 214ms
172.67.112.222#美国-阿什本 199ms
172.67.130.47#英国-伦敦 178ms
172.67.107.94#美国-阿什本 214ms
172.67.93.106#美国-阿什本 234ms
172.67.95.172#美国-阿什本 234ms
172.67.111.162#美国-阿什本 212ms
172.67.132.146#英国-伦敦 186ms
172.67.110.22#美国-阿什本 212ms
172.67.109.148#美国-阿什本 213ms
172.67.108.108#美国-阿什本 226ms
172.67.118.179#美国-阿什本 210ms
172.67.119.56#美国-阿什本 204ms
172.67.102.61#美国-阿什本 239ms
172.67.116.90#美国-阿什本 212ms
172.66.46.134#哥斯达黎加-圣荷西 828ms
172.67.99.23#美国-阿什本 251ms
172.67.104.106#美国-阿什本 245ms
172.67.124.93#美国-阿什本 198ms
172.67.135.189#英国-伦敦 187ms
172.67.121.114#美国-阿什本 215ms
172.67.114.235#美国-阿什本 225ms
172.67.117.17#美国-阿什本 225ms
172.67.131.173#英国-伦敦 212ms
172.67.127.97#美国-阿什本 216ms
172.67.122.163#美国-阿什本 221ms
172.67.141.196#英国-伦敦 173ms
172.67.136.216#英国-伦敦 208ms
172.67.137.26#英国-伦敦 208ms
172.67.125.166#美国-阿什本 221ms
172.67.129.156#英国-伦敦 229ms
172.67.140.38#英国-伦敦 193ms
172.67.120.236#美国-阿什本 255ms
172.67.128.65#英国-伦敦 229ms
172.67.133.84#英国-伦敦 226ms
172.67.144.156#英国-伦敦 200ms
172.67.138.233#英国-伦敦 232ms
172.67.139.87#英国-伦敦 232ms
172.67.146.133#英国-伦敦 208ms
172.67.145.41#英国-伦敦 208ms
172.67.152.12#英国-伦敦 177ms
172.67.154.112#英国-伦敦 176ms
172.67.156.101#英国-伦敦 177ms
172.67.155.19#英国-伦敦 178ms
172.67.149.125#英国-伦敦 209ms
172.67.143.236#英国-伦敦 234ms
172.67.159.16#英国-伦敦 183ms
172.67.162.224#英国-伦敦 177ms
172.67.147.206#英国-伦敦 229ms
172.67.148.55#英国-伦敦 228ms
172.67.168.176#英国-伦敦 176ms
172.67.160.157#英国-伦敦 203ms
172.67.151.149#英国-伦敦 221ms
172.67.150.6#英国-伦敦 234ms
172.67.163.152#英国-伦敦 202ms
172.67.161.132#英国-伦敦 202ms
172.67.172.54#英国-伦敦 184ms
172.67.153.222#英国-伦敦 225ms
172.67.166.143#英国-伦敦 201ms
172.67.157.90#英国-伦敦 224ms
172.67.167.69#英国-伦敦 214ms
172.67.177.14#英国-伦敦 180ms
172.67.175.125#英国-伦敦 188ms
172.67.171.200#英国-伦敦 201ms
172.67.179.251#英国-伦敦 187ms
172.67.158.92#英国-伦敦 232ms
172.67.170.65#英国-伦敦 176ms
172.67.180.225#英国-伦敦 181ms
172.67.178.227#英国-伦敦 190ms
172.67.189.250#英国-伦敦 177ms
172.67.173.211#英国-伦敦 216ms
172.67.165.140#英国-伦敦 239ms
172.67.197.152#英国-伦敦 179ms
172.67.174.205#英国-伦敦 225ms
172.67.181.193#英国-伦敦 202ms
172.67.184.225#英国-伦敦 211ms
172.67.185.212#英国-伦敦 211ms
172.67.187.59#英国-伦敦 205ms
172.67.205.144#英国-伦敦 177ms
172.67.214.159#英国-伦敦 181ms
172.67.203.133#英国-伦敦 177ms
172.67.176.212#英国-伦敦 233ms
172.67.216.30#英国-伦敦 178ms
172.67.186.208#英国-伦敦 226ms
172.67.219.185#英国-伦敦 176ms
172.67.194.59#英国-伦敦 203ms
172.67.195.161#英国-伦敦 203ms
172.67.192.61#英国-伦敦 208ms
172.67.199.234#英国-伦敦 202ms
172.67.200.177#英国-伦敦 207ms
172.67.229.246#英国-伦敦 174ms
172.67.190.181#英国-伦敦 227ms
172.67.191.67#英国-伦敦 227ms
172.67.230.127#英国-伦敦 176ms
172.67.188.219#英国-伦敦 235ms
172.67.215.82#英国-伦敦 208ms
172.67.201.192#英国-伦敦 213ms
172.67.198.9#英国-伦敦 226ms
172.67.210.248#英国-伦敦 230ms
172.67.222.158#英国-伦敦 208ms
172.67.206.102#英国-伦敦 214ms
172.67.221.152#英国-伦敦 210ms
172.67.223.198#英国-伦敦 206ms
172.67.218.168#英国-伦敦 215ms
172.67.227.230#英国-伦敦 199ms
172.67.225.15#英国-伦敦 205ms
172.67.209.90#英国-伦敦 230ms
172.67.231.0#英国-伦敦 201ms
172.67.217.167#英国-伦敦 225ms
172.67.220.98#英国-伦敦 225ms
172.67.204.1#英国-伦敦 231ms
172.67.233.144#英国-伦敦 202ms
172.67.226.80#英国-伦敦 225ms
172.67.237.17#英国-伦敦 202ms
172.67.238.99#英国-伦敦 205ms
172.67.232.31#英国-伦敦 213ms
172.67.240.56#英国-伦敦 212ms
172.67.249.155#英国-伦敦 175ms
172.67.248.0#英国-伦敦 177ms
172.67.234.255#英国-伦敦 231ms
172.67.241.191#英国-伦敦 199ms
172.67.235.171#英国-伦敦 231ms
172.67.236.107#英国-伦敦 231ms
172.67.243.219#英国-伦敦 200ms
172.67.242.45#英国-伦敦 201ms
172.67.245.115#英国-伦敦 232ms
172.67.250.198#英国-伦敦 203ms
172.67.254.124#英国-伦敦 200ms
172.67.255.64#英国-伦敦 203ms
172.67.247.154#英国-伦敦 224ms
172.67.246.0#英国-伦敦 227ms
172.67.251.255#英国-伦敦 216ms
172.67.252.39#英国-伦敦 230ms
173.245.49.92#哥斯达黎加-圣荷西 162ms
188.114.96.12#英国-伦敦 215ms
188.114.98.239#英国-伦敦 215ms
188.114.99.20#英国-伦敦 223ms
188.114.97.67#英国-伦敦 223ms
198.41.203.18#哥斯达黎加-圣荷西 159ms
190.93.245.46#哥斯达黎加-圣荷西 383ms
198.41.192.128#哥斯达黎加-圣荷西 418ms
198.41.204.207#哥斯达黎加-圣荷西 392ms
198.41.212.82#美国-阿什本 209ms
198.41.195.49#哥斯达黎加-圣荷西 452ms
198.41.199.79#哥斯达黎加-圣荷西 444ms
190.93.247.61#哥斯达黎加-圣荷西 622ms
173.245.58.126#哥斯达黎加-圣荷西 722ms
190.93.246.2#哥斯达黎加-圣荷西 774ms
185.146.173.219#哥斯达黎加-圣荷西 814ms
173.245.59.31#哥斯达黎加-圣荷西 702ms
198.41.198.139#哥斯达黎加-圣荷西 816ms
198.41.201.72#哥斯达黎加-圣荷西 676ms
198.41.206.39#哥斯达黎加-圣荷西 613ms
198.41.202.52#哥斯达黎加-圣荷西 688ms
198.41.207.177#哥斯达黎加-圣荷西 661ms
198.41.208.179#哥斯达黎加-圣荷西 619ms
198.41.193.40#哥斯达黎加-圣荷西 869ms
198.41.209.114#哥斯达黎加-圣荷西 649ms
198.41.196.169#哥斯达黎加-圣荷西 849ms
198.41.214.28#哥斯达黎加-圣荷西 542ms
198.41.205.110#哥斯达黎加-圣荷西 817ms
198.41.217.31#哥斯达黎加-圣荷西 612ms
198.217.251.159#哥斯达黎加-圣荷西 581ms
198.41.223.220#哥斯达黎加-圣荷西 665ms
198.41.211.234#哥斯达黎加-圣荷西 746ms
198.41.218.220#哥斯达黎加-圣荷西 686ms
198.41.221.164#哥斯达黎加-圣荷西 753ms
198.41.216.91#哥斯达黎加-圣荷西 787ms
198.41.222.2#哥斯达黎加-圣荷西 740ms
198.41.220.167#哥斯达黎加-圣荷西 852ms
198.41.215.186#哥斯达黎加-圣荷西 864ms
